预测标签,威胁类型,置信度
3,R2L攻击,0.9682892
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
0,正常,0.99999964
0,正常,1.0
0,正常,0.90336394
0,正常,0.9987405
4,探测攻击,1.0
0,正常,0.44864374
4,探测攻击,0.9999999
0,正常,0.9994803
3,R2L攻击,0.8425241
0,正常,0.99996126
1,DoS攻击,0.9999999
0,正常,0.5384455
1,DoS攻击,0.997077
3,R2L攻击,0.49105522
0,正常,1.0
0,正常,1.0
4,探测攻击,0.99999607
0,正常,0.88097465
1,DoS攻击,0.99999785
0,正常,1.0
1,DoS攻击,0.97570884
1,DoS攻击,1.0
0,正常,0.99908054
0,正常,0.921709
3,R2L攻击,0.80283886
1,DoS攻击,0.9999231
4,探测攻击,0.9999043
4,探测攻击,0.60314703
3,R2L攻击,0.42411053
0,正常,1.0
0,正常,1.0
0,正常,0.9989322
0,正常,0.9397118
1,DoS攻击,0.9999994
1,DoS攻击,0.9999999
3,R2L攻击,0.5803154
0,正常,0.99830186
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9955917
1,DoS攻击,1.0
1,DoS攻击,1.0
0,正常,1.0
0,正常,0.9999976
0,正常,0.45738748
0,正常,0.9999907
1,DoS攻击,0.9999999
4,探测攻击,1.0
0,正常,0.99999976
0,正常,0.98798674
0,正常,0.9999939
3,R2L攻击,0.93297607
1,DoS攻击,0.8123973
0,正常,0.86088103
0,正常,0.99880886
0,正常,1.0
3,R2L攻击,0.7875366
0,正常,0.9795974
1,DoS攻击,0.9999999
1,DoS攻击,0.9999968
0,正常,0.99999774
0,正常,0.99992967
0,正常,0.8877485
0,正常,1.0
1,DoS攻击,0.66118944
1,DoS攻击,0.99999964
0,正常,0.81727296
0,正常,1.0
3,R2L攻击,0.9516718
1,DoS攻击,0.99999976
1,DoS攻击,0.99937564
1,DoS攻击,0.9999995
1,DoS攻击,0.993804
0,正常,0.41016233
0,正常,1.0
1,DoS攻击,1.0
1,DoS攻击,0.9999999
0,正常,0.9999912
0,正常,0.99901557
0,正常,0.998064
0,正常,1.0
0,正常,1.0
0,正常,0.87561005
4,探测攻击,1.0
0,正常,0.9999893
4,探测攻击,0.993334
3,R2L攻击,0.9148274
0,正常,0.96582955
1,DoS攻击,0.84965646
0,正常,1.0
0,正常,0.9998789
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,1.0
0,正常,1.0
4,探测攻击,1.0
0,正常,1.0
1,DoS攻击,0.99999964
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.89370954
0,正常,0.997787
3,R2L攻击,0.996507
0,正常,0.9989556
1,DoS攻击,0.9128345
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,0.7911299
4,探测攻击,0.99999976
1,DoS攻击,0.9999995
3,R2L攻击,0.4445539
4,探测攻击,0.92300934
0,正常,0.99891734
1,DoS攻击,0.95255125
0,正常,0.99750143
0,正常,0.99913317
1,DoS攻击,0.9999999
0,正常,0.9999944
0,正常,0.95788884
1,DoS攻击,0.9934209
0,正常,0.99727815
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999993
0,正常,0.99832433
0,正常,0.9984328
1,DoS攻击,0.99995434
0,正常,0.99945384
0,正常,0.9869064
1,DoS攻击,0.9171756
1,DoS攻击,0.6895346
0,正常,1.0
0,正常,0.5806444
0,正常,0.9912355
1,DoS攻击,0.9999999
1,DoS攻击,0.99471116
0,正常,1.0
0,正常,0.83627
0,正常,0.99999595
3,R2L攻击,0.7056802
4,探测攻击,1.0
1,DoS攻击,0.8802569
1,DoS攻击,0.99999964
4,探测攻击,1.0
0,正常,0.8576345
0,正常,0.99949765
3,R2L攻击,0.9940295
0,正常,0.39528593
1,DoS攻击,0.64609677
0,正常,1.0
1,DoS攻击,1.0
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.9995272
1,DoS攻击,0.9999999
1,DoS攻击,0.9982498
0,正常,0.9964702
0,正常,0.9568061
0,正常,1.0
3,R2L攻击,0.8356869
0,正常,0.9999465
1,DoS攻击,0.9501315
1,DoS攻击,1.0
0,正常,0.9993092
0,正常,1.0
0,正常,0.94037443
0,正常,0.5358241
1,DoS攻击,0.6338397
4,探测攻击,0.9998939
0,正常,1.0
4,探测攻击,0.9999994
3,R2L攻击,0.82185215
4,探测攻击,0.9999927
1,DoS攻击,0.56347317
1,DoS攻击,0.99999917
1,DoS攻击,1.0
1,DoS攻击,0.9999958
0,正常,1.0
0,正常,0.99832433
0,正常,0.8886965
4,探测攻击,0.9999999
0,正常,1.0
0,正常,0.9746377
0,正常,0.39495283
0,正常,0.9397118
0,正常,1.0
0,正常,0.99898463
0,正常,0.9975993
0,正常,1.0
0,正常,1.0
0,正常,0.9955291
3,R2L攻击,0.96157265
0,正常,0.9070828
1,DoS攻击,0.9999999
1,DoS攻击,0.5956135
4,探测攻击,0.999889
3,R2L攻击,0.9459676
1,DoS攻击,0.9380264
0,正常,0.96773404
0,正常,1.0
3,R2L攻击,0.6804068
1,DoS攻击,0.9999999
3,R2L攻击,0.9957918
0,正常,0.9505525
0,正常,0.9999999
1,DoS攻击,0.99999964
1,DoS攻击,0.99999964
1,DoS攻击,0.9999999
0,正常,0.99992454
1,DoS攻击,0.99999857
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.8793314
1,DoS攻击,0.9999999
0,正常,0.4154141
1,DoS攻击,0.9946215
0,正常,0.9784726
0,正常,0.9994659
0,正常,0.9173111
0,正常,0.9999927
0,正常,1.0
4,探测攻击,0.9999999
0,正常,0.9985368
3,R2L攻击,0.58517593
3,R2L攻击,0.96059006
1,DoS攻击,0.9723777
0,正常,1.0
1,DoS攻击,0.77799714
0,正常,0.99999905
1,DoS攻击,0.99999917
1,DoS攻击,0.8036668
1,DoS攻击,0.99999976
1,DoS攻击,0.9988213
0,正常,0.9999989
0,正常,0.9999646
1,DoS攻击,0.9999999
1,DoS攻击,0.9999963
3,R2L攻击,0.8140196
0,正常,0.94281375
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,0.99977094
3,R2L攻击,0.9972127
1,DoS攻击,1.0
1,DoS攻击,0.9999994
3,R2L攻击,0.99883074
4,探测攻击,1.0
0,正常,0.9954743
0,正常,0.9999999
3,R2L攻击,0.9988631
0,正常,0.9999802
1,DoS攻击,0.9999893
0,正常,0.7396534
1,DoS攻击,0.9830767
0,正常,0.9728368
1,DoS攻击,0.99999976
0,正常,0.866463
4,探测攻击,1.0
0,正常,1.0
0,正常,0.9992685
0,正常,0.9999964
3,R2L攻击,0.94336444
0,正常,1.0
4,探测攻击,0.9999722
4,探测攻击,1.0
0,正常,0.99976796
0,正常,0.88913816
1,DoS攻击,0.9999939
1,DoS攻击,1.0
4,探测攻击,1.0
0,正常,0.9292969
4,探测攻击,1.0
4,探测攻击,1.0
3,R2L攻击,0.36444798
0,正常,0.9985291
0,正常,0.93276817
1,DoS攻击,0.9967847
1,DoS攻击,0.9999995
1,DoS攻击,0.64149195
1,DoS攻击,0.99712723
4,探测攻击,1.0
0,正常,0.99195886
0,正常,0.99998724
0,正常,0.99887294
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
1,DoS攻击,0.94431025
1,DoS攻击,0.9999999
3,R2L攻击,0.9449493
4,探测攻击,0.99999654
1,DoS攻击,0.7946745
0,正常,1.0
3,R2L攻击,0.9488323
0,正常,0.9172509
0,正常,0.8602416
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
1,DoS攻击,0.9682501
1,DoS攻击,1.0
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9992507
1,DoS攻击,0.99999857
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9999951
0,正常,1.0
0,正常,0.88848037
0,正常,0.99970776
0,正常,0.9575968
0,正常,0.9997316
4,探测攻击,0.9990294
1,DoS攻击,0.9999999
0,正常,0.99880767
4,探测攻击,1.0
1,DoS攻击,1.0
1,DoS攻击,0.9972019
0,正常,0.9079809
0,正常,1.0
0,正常,0.9999896
1,DoS攻击,0.9993136
0,正常,0.9988908
0,正常,1.0
0,正常,0.86439085
1,DoS攻击,0.9963928
3,R2L攻击,0.88828593
0,正常,1.0
1,DoS攻击,1.0
0,正常,1.0
0,正常,0.99852437
0,正常,0.9999993
4,探测攻击,0.99999404
1,DoS攻击,0.9999999
0,正常,0.62176454
0,正常,0.99935836
0,正常,0.9749119
3,R2L攻击,0.6317071
0,正常,0.9992507
0,正常,0.9996531
0,正常,1.0
0,正常,1.0
0,正常,0.99945956
1,DoS攻击,0.99994373
0,正常,0.96436375
1,DoS攻击,0.9999999
0,正常,0.9292961
4,探测攻击,1.0
3,R2L攻击,0.6855548
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
1,DoS攻击,0.99999964
3,R2L攻击,0.99746716
0,正常,0.99202955
1,DoS攻击,0.99999976
0,正常,1.0
1,DoS攻击,0.99999976
0,正常,0.796516
1,DoS攻击,0.9999999
0,正常,0.99734324
4,探测攻击,0.99991643
0,正常,0.6012111
4,探测攻击,1.0
0,正常,0.99900347
0,正常,0.7892516
0,正常,0.9990503
0,正常,0.9981998
1,DoS攻击,0.99999976
0,正常,0.65080345
0,正常,0.9000782
1,DoS攻击,0.9989637
1,DoS攻击,0.9436981
0,正常,0.9993979
0,正常,0.9999988
1,DoS攻击,0.9999993
3,R2L攻击,0.9405047
0,正常,0.6269813
0,正常,1.0
3,R2L攻击,0.643957
0,正常,0.9987172
0,正常,0.9999808
0,正常,0.9998196
0,正常,1.0
3,R2L攻击,0.5194193
0,正常,0.9986902
1,DoS攻击,0.9999999
1,DoS攻击,0.9039636
4,探测攻击,0.9998369
3,R2L攻击,0.9491351
1,DoS攻击,0.9999999
0,正常,0.8887791
0,正常,0.99960333
1,DoS攻击,1.0
1,DoS攻击,0.9999999
0,正常,0.96968013
0,正常,0.99904317
0,正常,0.8886138
1,DoS攻击,0.6338397
4,探测攻击,1.0
0,正常,1.0
0,正常,0.9999902
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
1,DoS攻击,0.5818625
0,正常,0.998863
0,正常,0.92929596
0,正常,0.99999464
4,探测攻击,0.99989724
0,正常,0.9999869
0,正常,0.98219246
0,正常,0.99985003
0,正常,0.6032305
1,DoS攻击,0.9440649
1,DoS攻击,0.9999964
1,DoS攻击,0.9999999
4,探测攻击,0.69727176
3,R2L攻击,0.9352807
0,正常,1.0
1,DoS攻击,0.9999999
4,探测攻击,0.9999746
4,探测攻击,1.0
0,正常,0.9953316
1,DoS攻击,0.977223
0,正常,0.9970866
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.99984133
1,DoS攻击,0.9999999
3,R2L攻击,0.9364188
0,正常,0.99945647
0,正常,0.9999862
0,正常,0.8927204
1,DoS攻击,0.9999995
4,探测攻击,0.9998932
0,正常,0.98244023
0,正常,0.99997413
0,正常,0.9999807
1,DoS攻击,0.9999993
0,正常,0.9999987
1,DoS攻击,0.99999547
1,DoS攻击,0.8451351
0,正常,1.0
0,正常,1.0
0,正常,0.99913424
0,正常,0.9033658
1,DoS攻击,0.9999999
0,正常,0.9999918
0,正常,0.9976102
1,DoS攻击,0.9999989
1,DoS攻击,1.0
1,DoS攻击,0.9999999
0,正常,0.9992217
0,正常,0.9999999
1,DoS攻击,0.99999976
0,正常,1.0
4,探测攻击,1.0
1,DoS攻击,0.9999995
0,正常,1.0
1,DoS攻击,0.9993988
3,R2L攻击,0.8646547
4,探测攻击,1.0
0,正常,0.97332245
4,探测攻击,1.0
1,DoS攻击,0.9999989
3,R2L攻击,0.9958883
1,DoS攻击,0.99999917
1,DoS攻击,1.0
0,正常,0.99188656
4,探测攻击,0.99987423
1,DoS攻击,0.6956819
0,正常,0.9635677
1,DoS攻击,0.99999976
1,DoS攻击,0.99999964
0,正常,0.96611917
4,探测攻击,0.9987005
1,DoS攻击,0.9999999
0,正常,0.95151377
4,探测攻击,0.99945945
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.71108264
0,正常,0.9999901
0,正常,0.71998876
0,正常,0.6688147
0,正常,0.6437223
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
0,正常,0.8608811
1,DoS攻击,0.999998
3,R2L攻击,0.9478609
0,正常,0.948861
0,正常,0.998064
0,正常,0.99999
1,DoS攻击,1.0
0,正常,0.99806195
3,R2L攻击,0.85218495
1,DoS攻击,0.9999939
0,正常,1.0
0,正常,0.99999607
0,正常,0.9985922
0,正常,0.99919575
3,R2L攻击,0.8198383
0,正常,0.49131522
1,DoS攻击,0.8134226
3,R2L攻击,0.64722204
0,正常,0.9858374
1,DoS攻击,0.99999976
4,探测攻击,0.99989855
1,DoS攻击,0.9999999
3,R2L攻击,0.81365585
0,正常,0.9997669
1,DoS攻击,0.9990086
0,正常,1.0
0,正常,0.9996798
4,探测攻击,0.9998976
0,正常,1.0
0,正常,0.9997191
1,DoS攻击,0.6208612
1,DoS攻击,0.9999999
1,DoS攻击,0.99875736
3,R2L攻击,0.9235443
1,DoS攻击,0.7086372
1,DoS攻击,0.9999988
0,正常,0.8127301
1,DoS攻击,0.9200315
1,DoS攻击,0.9999852
1,DoS攻击,0.9954021
0,正常,0.9999745
0,正常,0.94886124
0,正常,0.859213
0,正常,0.99960035
1,DoS攻击,0.9338478
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.96341074
3,R2L攻击,0.9990583
4,探测攻击,1.0
0,正常,1.0
1,DoS攻击,0.99932754
0,正常,1.0
3,R2L攻击,0.99287635
3,R2L攻击,0.9961194
1,DoS攻击,0.9999943
0,正常,1.0
1,DoS攻击,0.8187045
1,DoS攻击,0.9999999
0,正常,0.99925286
0,正常,1.0
3,R2L攻击,0.9893524
1,DoS攻击,0.9999999
0,正常,0.8834983
0,正常,0.9292969
1,DoS攻击,0.99999976
0,正常,0.51930195
1,DoS攻击,0.9999999
0,正常,0.94886136
4,探测攻击,0.66434807
4,探测攻击,0.9999615
0,正常,0.9998572
1,DoS攻击,0.99999976
0,正常,0.9975689
3,R2L攻击,0.5212736
3,R2L攻击,0.92939866
0,正常,0.7098308
0,正常,1.0
1,DoS攻击,0.9999993
1,DoS攻击,0.998492
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.97397566
0,正常,0.9990308
1,DoS攻击,0.6326381
0,正常,0.6077218
0,正常,1.0
4,探测攻击,1.0
1,DoS攻击,0.9999999
4,探测攻击,1.0
0,正常,0.9998173
4,探测攻击,0.99999976
1,DoS攻击,0.93294215
1,DoS攻击,0.99999964
0,正常,1.0
3,R2L攻击,0.99910283
1,DoS攻击,0.6155719
0,正常,0.9999877
1,DoS攻击,0.7720205
1,DoS攻击,0.9999999
3,R2L攻击,0.9311277
3,R2L攻击,0.99613994
0,正常,1.0
0,正常,0.93307966
4,探测攻击,0.99996376
0,正常,0.91813296
3,R2L攻击,0.99911577
4,探测攻击,0.99999034
3,R2L攻击,0.6662433
1,DoS攻击,0.98612493
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.99955016
1,DoS攻击,0.8815714
0,正常,0.9033636
0,正常,0.8442167
1,DoS攻击,0.99999785
0,正常,0.9999708
0,正常,1.0
0,正常,0.9240213
4,探测攻击,0.99999845
0,正常,0.9292966
0,正常,0.9992073
1,DoS攻击,0.7550658
0,正常,1.0
1,DoS攻击,1.0
0,正常,0.9993957
0,正常,1.0
0,正常,0.84213525
1,DoS攻击,0.9999999
3,R2L攻击,0.7529467
0,正常,0.9999726
0,正常,0.95467514
1,DoS攻击,0.9999999
0,正常,0.99987006
0,正常,0.9746377
0,正常,0.9292969
1,DoS攻击,0.9999999
0,正常,0.99528354
1,DoS攻击,0.9999999
3,R2L攻击,0.5604807
0,正常,0.9999999
0,正常,1.0
1,DoS攻击,0.99148273
0,正常,0.99999547
4,探测攻击,1.0
1,DoS攻击,0.69540715
1,DoS攻击,0.99999976
0,正常,0.99641526
0,正常,0.99993145
1,DoS攻击,0.9999999
0,正常,0.9989681
0,正常,0.99974066
1,DoS攻击,0.9999999
3,R2L攻击,0.52974653
0,正常,0.9945688
1,DoS攻击,0.9999982
1,DoS攻击,0.9999999
0,正常,0.9993113
1,DoS攻击,0.9997298
0,正常,0.9999999
0,正常,0.9999896
1,DoS攻击,0.99999976
0,正常,0.8823935
0,正常,0.999637
1,DoS攻击,0.99736893
4,探测攻击,0.86090803
1,DoS攻击,1.0
0,正常,0.63521487
1,DoS攻击,0.9972696
0,正常,0.9998097
4,探测攻击,0.9998184
0,正常,1.0
0,正常,0.9996935
0,正常,0.85745084
0,正常,0.9662181
1,DoS攻击,1.0
1,DoS攻击,0.946779
0,正常,0.99936205
0,正常,0.9435619
0,正常,0.5853133
0,正常,1.0
0,正常,0.92929673
4,探测攻击,0.9999999
1,DoS攻击,0.9924644
1,DoS攻击,0.9999999
0,正常,0.9419221
1,DoS攻击,0.9999999
4,探测攻击,0.9791671
0,正常,0.88750803
4,探测攻击,0.9979771
1,DoS攻击,0.99999964
0,正常,0.9993204
1,DoS攻击,1.0
1,DoS攻击,0.65720457
0,正常,0.99998367
0,正常,0.8763989
1,DoS攻击,0.99895215
0,正常,0.9995073
1,DoS攻击,0.99774075
0,正常,1.0
1,DoS攻击,0.9993923
1,DoS攻击,0.99745804
3,R2L攻击,0.9373004
0,正常,0.6786507
4,探测攻击,0.9998754
1,DoS攻击,0.64005566
1,DoS攻击,0.99910235
1,DoS攻击,0.6748991
0,正常,0.9999856
1,DoS攻击,0.99999833
3,R2L攻击,0.9481935
0,正常,1.0
1,DoS攻击,0.9901978
0,正常,0.84714556
1,DoS攻击,0.9999999
4,探测攻击,0.94569993
1,DoS攻击,0.9999999
3,R2L攻击,0.9684397
0,正常,1.0
0,正常,0.9975253
1,DoS攻击,0.99999964
0,正常,0.9999958
1,DoS攻击,1.0
4,探测攻击,1.0
0,正常,1.0
4,探测攻击,0.9878493
1,DoS攻击,0.9999999
1,DoS攻击,0.9999994
1,DoS攻击,0.9967728
0,正常,0.8680721
1,DoS攻击,0.99925476
3,R2L攻击,0.91481495
4,探测攻击,0.9999769
1,DoS攻击,0.9989361
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.99999976
4,探测攻击,0.99999523
1,DoS攻击,0.3985222
0,正常,0.9995578
1,DoS攻击,1.0
1,DoS攻击,0.9939229
1,DoS攻击,0.99998915
0,正常,0.878849
0,正常,0.99969816
0,正常,0.8137272
1,DoS攻击,0.9999716
1,DoS攻击,0.9999994
0,正常,1.0
0,正常,1.0
0,正常,0.99970055
4,探测攻击,1.0
0,正常,1.0
0,正常,0.97402036
0,正常,0.5128868
0,正常,1.0
0,正常,0.5357911
1,DoS攻击,0.9999999
1,DoS攻击,0.9970906
0,正常,0.6859654
1,DoS攻击,0.9999999
0,正常,0.9995578
1,DoS攻击,0.9999987
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.6743032
0,正常,0.99930334
0,正常,0.9097479
1,DoS攻击,0.95486504
1,DoS攻击,0.9999999
3,R2L攻击,0.58819
1,DoS攻击,0.943273
0,正常,0.999858
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,1.0
1,DoS攻击,0.6989641
0,正常,1.0
0,正常,0.9999552
0,正常,0.9985922
0,正常,0.9989178
1,DoS攻击,0.99975055
0,正常,0.9292969
4,探测攻击,1.0
0,正常,0.98798674
0,正常,0.98462915
1,DoS攻击,0.70363533
1,DoS攻击,0.9999999
0,正常,0.97883713
0,正常,0.7184867
1,DoS攻击,0.40010017
0,正常,0.9568061
0,正常,0.9970866
4,探测攻击,0.8224932
0,正常,1.0
0,正常,0.9172501
0,正常,0.9999924
1,DoS攻击,0.99999857
0,正常,0.94886136
4,探测攻击,0.9999186
0,正常,0.9997762
0,正常,0.9999145
1,DoS攻击,0.9999999
3,R2L攻击,0.99683726
1,DoS攻击,0.9902748
0,正常,1.0
0,正常,0.9998055
3,R2L攻击,0.894055
0,正常,0.9999887
1,DoS攻击,0.9999994
1,DoS攻击,0.9999994
0,正常,0.96868193
1,DoS攻击,0.9978999
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.644925
0,正常,1.0
0,正常,1.0
0,正常,0.8686271
0,正常,0.9986337
0,正常,1.0
1,DoS攻击,0.99999976
0,正常,0.8520176
4,探测攻击,0.98081553
0,正常,0.9999844
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
2,U2R攻击,0.5710437
1,DoS攻击,0.9978618
0,正常,0.9999999
0,正常,0.9999536
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.99999833
0,正常,0.9999372
1,DoS攻击,0.896914
0,正常,0.9998989
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999157
0,正常,1.0
0,正常,0.999985
0,正常,0.99939394
0,正常,0.9999999
0,正常,0.9925487
0,正常,0.999997
0,正常,1.0
0,正常,1.0
0,正常,0.99942905
1,DoS攻击,0.98536533
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,1.0
0,正常,0.8574508
1,DoS攻击,0.9999999
1,DoS攻击,0.9999107
0,正常,0.9999995
3,R2L攻击,0.6247122
0,正常,0.99993336
0,正常,0.9987508
0,正常,1.0
1,DoS攻击,0.9999995
1,DoS攻击,0.99999976
1,DoS攻击,0.99959797
4,探测攻击,0.5296958
1,DoS攻击,1.0
0,正常,1.0
4,探测攻击,0.99990046
1,DoS攻击,1.0
0,正常,0.99999404
0,正常,0.9988288
0,正常,0.65671694
3,R2L攻击,0.5575579
1,DoS攻击,0.9999993
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.49883348
0,正常,0.99999976
0,正常,0.99906105
0,正常,0.90798104
1,DoS攻击,0.9291783
0,正常,0.99990845
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.99081284
0,正常,0.9696801
0,正常,1.0
1,DoS攻击,0.9344428
0,正常,0.99999166
0,正常,0.71068645
0,正常,0.9684191
4,探测攻击,1.0
0,正常,0.99875224
1,DoS攻击,0.9999999
0,正常,0.9894695
0,正常,0.999728
0,正常,0.99959296
0,正常,0.99998665
1,DoS攻击,0.99999976
4,探测攻击,0.99488384
3,R2L攻击,0.78037626
1,DoS攻击,0.9999974
0,正常,1.0
4,探测攻击,0.99136543
3,R2L攻击,0.92446244
0,正常,0.99999976
1,DoS攻击,0.9999999
0,正常,1.0
3,R2L攻击,0.91109884
3,R2L攻击,0.9043729
0,正常,0.8968305
1,DoS攻击,1.0
4,探测攻击,1.0
0,正常,0.99994826
0,正常,0.50401413
1,DoS攻击,0.9999958
1,DoS攻击,0.9999993
0,正常,0.6260076
0,正常,0.9979665
3,R2L攻击,0.8091019
0,正常,0.9990183
0,正常,0.99960726
0,正常,0.83627003
0,正常,1.0
0,正常,0.99991167
0,正常,0.9811721
4,探测攻击,1.0
0,正常,0.99992096
3,R2L攻击,0.9421293
0,正常,0.9647614
4,探测攻击,1.0
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.99635565
1,DoS攻击,0.6256676
0,正常,0.953043
0,正常,0.9796865
1,DoS攻击,0.9999993
1,DoS攻击,0.9999987
1,DoS攻击,1.0
0,正常,1.0
1,DoS攻击,1.0
1,DoS攻击,0.9389368
1,DoS攻击,0.9999865
0,正常,0.98486626
0,正常,0.99988556
0,正常,1.0
0,正常,0.9999995
1,DoS攻击,0.9999999
3,R2L攻击,0.9725285
1,DoS攻击,0.9867343
1,DoS攻击,0.99999976
0,正常,0.9989378
0,正常,0.989917
1,DoS攻击,0.9999999
0,正常,0.9999962
4,探测攻击,0.9999962
1,DoS攻击,0.99999976
0,正常,1.0
4,探测攻击,0.9999999
1,DoS攻击,0.9999974
0,正常,0.999884
0,正常,0.99825674
0,正常,0.9999802
4,探测攻击,1.0
0,正常,0.99999964
3,R2L攻击,0.9118089
3,R2L攻击,0.6114408
0,正常,0.9999999
4,探测攻击,0.9993876
0,正常,0.9989396
1,DoS攻击,0.6630362
0,正常,0.9998975
0,正常,0.9212621
3,R2L攻击,0.997715
1,DoS攻击,0.9999995
4,探测攻击,1.0
0,正常,1.0
0,正常,0.97076654
1,DoS攻击,0.9999994
0,正常,0.9975828
1,DoS攻击,0.6456886
0,正常,0.9933509
1,DoS攻击,0.99999845
1,DoS攻击,0.9999999
0,正常,0.99924976
0,正常,1.0
1,DoS攻击,0.99995387
0,正常,0.94296116
1,DoS攻击,0.9999999
4,探测攻击,0.7301566
0,正常,0.89446676
1,DoS攻击,0.80466956
1,DoS攻击,0.9999999
0,正常,0.9292969
1,DoS攻击,0.9999999
3,R2L攻击,0.86718255
0,正常,0.9292969
0,正常,0.9033658
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.9033645
0,正常,0.9980539
1,DoS攻击,0.9982753
0,正常,0.97463757
0,正常,1.0
0,正常,0.8418853
3,R2L攻击,0.9617862
0,正常,1.0
1,DoS攻击,1.0
0,正常,0.9998161
4,探测攻击,0.9696404
1,DoS攻击,0.9999962
0,正常,1.0
1,DoS攻击,0.9999981
0,正常,0.9292969
0,正常,0.94154346
0,正常,0.94709766
3,R2L攻击,0.96825945
0,正常,0.99999917
3,R2L攻击,0.89982706
0,正常,0.99918324
1,DoS攻击,1.0
1,DoS攻击,0.9999994
0,正常,1.0
3,R2L攻击,0.9327547
0,正常,0.99801135
0,正常,0.8976769
0,正常,0.8917547
3,R2L攻击,0.9631299
4,探测攻击,0.99979454
0,正常,0.99949527
1,DoS攻击,0.98076105
0,正常,0.99999666
1,DoS攻击,0.9999999
4,探测攻击,1.0
0,正常,1.0
1,DoS攻击,0.99999845
3,R2L攻击,0.9722683
3,R2L攻击,0.886865
0,正常,1.0
1,DoS攻击,0.99999917
4,探测攻击,0.98824024
4,探测攻击,0.9983438
0,正常,0.98836863
1,DoS攻击,0.83724356
0,正常,0.9212621
4,探测攻击,0.51199514
0,正常,0.9996063
0,正常,0.99999475
1,DoS攻击,0.9999981
3,R2L攻击,0.8724011
1,DoS攻击,0.99999976
1,DoS攻击,0.9999976
0,正常,0.94634765
4,探测攻击,0.9964477
1,DoS攻击,0.6189425
0,正常,0.9993944
0,正常,0.9993581
1,DoS攻击,0.99999976
1,DoS攻击,0.48640388
1,DoS攻击,0.9999999
3,R2L攻击,0.77466553
0,正常,0.9999988
1,DoS攻击,0.99998534
1,DoS攻击,0.99999964
0,正常,1.0
0,正常,0.5969653
0,正常,0.93276817
0,正常,0.9011638
0,正常,0.99963534
1,DoS攻击,0.93452317
0,正常,0.9172508
0,正常,0.999798
0,正常,1.0
0,正常,0.95294476
4,探测攻击,1.0
0,正常,0.99999404
0,正常,0.9935869
0,正常,0.9996779
1,DoS攻击,0.9999999
0,正常,0.92902076
0,正常,0.9945688
0,正常,0.9999857
1,DoS攻击,0.95744973
0,正常,0.99998116
0,正常,0.9999862
1,DoS攻击,0.9999999
3,R2L攻击,0.5248628
1,DoS攻击,0.9999999
0,正常,0.8388304
4,探测攻击,0.9999988
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.9995521
1,DoS攻击,0.9999999
3,R2L攻击,0.47447792
1,DoS攻击,0.9999999
0,正常,0.51091635
1,DoS攻击,0.9999999
0,正常,0.84692854
3,R2L攻击,0.9244719
1,DoS攻击,0.851885
0,正常,0.9993549
1,DoS攻击,0.9999999
0,正常,0.99910045
0,正常,1.0
0,正常,0.54054475
3,R2L攻击,0.94656485
4,探测攻击,0.99999976
1,DoS攻击,0.9999999
0,正常,0.99999976
4,探测攻击,0.99986947
4,探测攻击,0.9999386
0,正常,0.97883713
0,正常,0.99372745
0,正常,1.0
3,R2L攻击,0.99746716
0,正常,0.99188656
0,正常,0.95385563
1,DoS攻击,0.9967728
